created,duration,id,name,status,time,local_date,local_time,updated,utc_offset,waitlist_count,yes_rsvp_count,link,description,how_to_find_us,visibility,rsvp_limit,manual_attendance_count,rsvp_close_offset,venue.id,venue.name,venue.lat,venue.lon,venue.repinned,venue.address_1,venue.city,venue.country,venue.localized_country_name,venue.zip,venue.state,group.created,group.name,group.id,group.join_mode,group.lat,group.lon,group.urlname,group.who,group.localized_location,group.region
1509631378e3,7200000,244750974,End of the Year Potluck with PyLadies RDU,upcoming,1513206e6,2017-12-13,18:00,1510451745e3,-18000000,0,13,https://www.meetup.com/R-Ladies-RTP/events/244750974/,"<p>The end of the year is a great time to relax, reflect and reequip. Please join R-Ladies RTP and PyLadies RDU for a potluck social including:</p> <p>1) Career Advice: Led by a member of PyLadies RDU.<br/>2) Speed Mentoring: We will use the format for PyLadies Boston<br/>3) Plenty of time to eat, drink and get to know each other.</p> <p>Please let us know what you plan on bringing to the potluck by signing up here: <a href=""http://signup.com/go/sZimTwh""><a href=""http://signup.com/go/sZimTwh"" class=""linkified"">http://signup.com/go/sZimTwh</a></a></p> <p><br/>This is a great time to reconnect with R-Ladies and meet PyLadies!</p> <p>All events are intended for women as leaders, mentors, members, and attendees. We are emphatically queer and trans friendly. Men are welcomed to attend as guests. This group was created so those who identify as women have a comfortable place to learn. If you would like to attend and feel excluded, please introduce yourself to an organizer.</p> ",,public,,,,25588409, Genesys,35.87411117553711,-78.84259796142578,FALSE,"4307 Emperor Blvd, Suite #300",Durham,us,USA,"",NC,1471270976e3,R-Ladies RTP,20317472,open,36,-78.9000015258789,R-Ladies-RTP,Members,"Durham, NC",en_US
1512009248e3,7200000,245516334,Intro to R Markdown + Collaborative Coding Activity w/Kaylene McClanahan,upcoming,15132096e5,2017-12-13,18:00,15120102e5,-21600000,0,27,https://www.meetup.com/rladies-chicago/events/245516334/,"<p>At this meetup, Kaylene McClanahan will lead us through our first collaborative coding activity! Kaylene will briefly introduce us to R Markdown (a great tool for easily annotating your code, sharing it with others, and turning your results into reports), and then we will work together in small groups to address a highly important and socially relevant question--where can you find NYC's most raging parties?</p> <p>We know the idea of coding with others can be daunting, but this is a safe space and everyone is welcome (even if you do not know how to use R yet). In fact, each group will be assigned a more experienced R user so this will be a great opportunity for beginners to see how other people deal with data in R! This will be a relaxed environment and a good chance to meet some of your fellow R Ladies, so please do not feel like you do not know enough to join in.</p> <p>If you can, bring your computer!</p> <p>Schedule:<br/>6:00-6:10--Food and introductions<br/>6:10-6:30--Brief explanation of R Markdown and introduction to the NYC party dataset<br/>6:30-7:20--Groups will explore the data and use R Markdown to document their process/results<br/>7:20-7:45--Groups will share what they did with the rest of the group (if they want to!)</p> ",,public,,0,,12326212,Microsoft Technology Center,41.88492965698242,-87.62199401855469,FALSE,"200 East Randolph Drive,  Suite 200 ",Chicago,us,USA,60602,IL,1499286643e3,R-Ladies Chicago,24848073,open,41.880001068115234,-87.62000274658203,rladies-chicago,R-Ladies,"Chicago, IL",en_US
1501810182e3,,242269579,"R for Data Science Workshop: Programming -- Functions, Vectors, and Iteration",upcoming,15132114e5,2017-12-13,18:30,1509471545e3,-21600000,0,17,https://www.meetup.com/rladies-austin/events/242269579/,<p>This is the fourth meetup in a series of six workshops to work through the book R for Data Science by Hadley Wickham and Garrett Grolemund. Please bring a laptop with R Studio and R loaded up. (Let us know if you have questions or need help getting that set up.)</p> <p>We'll be covering these chapters:<br/>+ Pipes with magrittr<br/>+ Functions<br/>+ Vectors<br/>+ Iteration with purrr</p> <p>Agenda<br/>+ 6:30 - 7pm : Dinner and Networking<br/>+ 7 - 8:30pm : Workshop</p> ,,public,,0,,24123697,Yodle,30.395368576049805,-97.67219543457031,FALSE,12234 N Interstate 35 Frontage Rd #100 Bldg B,Austin,us,USA,"",TX,1485879617e3,R-Ladies Austin,22180445,open,30.219999313354492,-97.75,rladies-austin,Members,"Austin, TX",en_US
1511001724e3,,245207806,End of the year Orga meeting,upcoming,15132726e5,2017-12-14,18:30,1511252695e3,3600000,0,7,https://www.meetup.com/rladies-berlin/events/245207806/,"<p>Dear R-Ladies and friends,</p> <p>In good coding tradition, let's evaluate what we did so far and plan our next steps. We will meet on December the 14th and have a nice evening at a restaurant. Everybody who wants to join planning the next Meetups is welcome!</p> <p>See you</p> <p>Christin, Noa, Ulrike and Hanna</p> <p>


Note: I changed the beginning to 18:30, as reservations at the Umami are only for 18:30, Hanna</p> ",,public,,,,21943722,Umami,52.53464889526367,13.419710159301758,FALSE,Knaackstraße 16-18,10405 Berlin,de,Germany,,,1477914332e3,R-Ladies Berlin,20977178,open,52.52000045776367,13.380000114440918,rladies-berlin,R-Ladies,"Berlin, Germany",en_US
1511186423e3,7200000,245252807,Book Club,upcoming,15136416e5,2017-12-18,19:00,1511186423e3,-18000000,0,6,https://www.meetup.com/R-Ladies-RTP/events/245252807/,"<p>• What we'll do<br/>Join us as we work through the third section of R for Data Science (<a href=""http://r4ds.had.co.nz/program-intro.html"" class=""linkified"">http://r4ds.had.co.nz/program-intro.html</a>) in small groups. This is a great way for both new and experienced users to become more familiar with R.</p> <p>We'll take a couple weeks off for the holidays and continue with Book Club in early 2018!</p> <p>All events are intended for women as leaders, mentors, members, and attendees. We are emphatically queer and trans friendly. Men are welcomed to attend as guests. This group was created so those who identify as women have a comfortable place to learn. If you would like to attend and feel excluded, please introduce yourself to an organizer.</p> <p>• What to bring<br/>Please bring your own laptop.</p> ",Turn right when you first walk in and you will find us sitting near the circular tables designated for quiet group discussion.,public,,,,6300922,Durham Public Library - South Regional Branch,35.9023323059082,-78.88829803466797,FALSE,4505 S. Alston Ave,Durham,us,USA,27713,NC,1471270976e3,R-Ladies RTP,20317472,open,36,-78.9000015258789,R-Ladies-RTP,Members,"Durham, NC",en_US
1511854671e3,,245460382,Data Christmas 2017,upcoming,15137928e5,2017-12-20,19:00,1512028688e3,3600000,0,27,https://www.meetup.com/R-Ladies-Budapest/events/245460382/,"<p>Decemberben kivételesen két eseményünk lesz, ugyanis csatlakozunk az adatos meetup-ok karácsonyi rendezvényéhez is.</p> <p>Join us for for the last meetup of the year, where we look back at the most significant and interesting events of 2017.</p> <p>This meetup is jointly organized by the data meetups in Budapest. Current participants (in alphabetical order): <a href=""https://www.meetup.com/Budapest-BI-Meetup/events/245459960/"">BI Meetup</a>, <a href=""https://www.meetup.com/Big-Data-Meetup-Budapest/events/245444973/"">Big Data Meetup</a>, <a href=""https://www.meetup.com/budapest_data_science/events/245460641/"">Data Science Meetup</a>, <a href=""https://www.meetup.com/PyData-Budapest/events/245460002/"">PyData meetup</a>, <a href=""https://www.meetup.com/Budapest-Users-of-R-Network/events/245454475/"">R meetup</a>, <a href=""https://www.meetup.com/R-Ladies-Budapest/events/245460382/"">R-Ladies</a></p> <p>Talks: coming soon</p> <p>Schedule:<br/>18:30 Doors open, pizza<br/>19:00 Talks<br/>21:00 Afterparty!</p> <p>This is an English speaking event. Due to the parallelly organized, distributed nature of the meetup, RSVPs will be closed when to combined number of RSVPs from all participating meetups hits the limit.</p> ",,public,,0,,18100882,Prezi House of Ideas,47.50572967529297,19.056779861450195,FALSE,"Nagymezo 54-56,",Budapest,hu,Hungary,,,1485298222e3,R-Ladies Budapest,22066895,open,47.5099983215332,19.079999923706055,R-Ladies-Budapest,Members,"Budapest, Hungary",en_US
1509671425e3,,244770763,Meetup Mixup Melbourne [$8.80],upcoming,15138396e5,2017-12-21,18:00,1509671473e3,39600000,0,1,https://www.meetup.com/R-Ladies-Melbourne/events/244770763/,"<p>We invite our members to attend to Melbourne's combined end of year mixer: Meetup Mixup Melbourne! It's a fantastic opportunity to relax with a cold beverage and celebrate a year of meetups! You must register here: <a href=""https://melbourne.meetupmixup.com/"" class=""linkified"">https://melbourne.meetupmixup.com/</a></p> ",,public,,0,,24226075,Loop Project Space & Bar,-37.812076568603516,144.97207641601562,FALSE,23 Meyers Place,Melbourne,au,Australia,,,1472776317e3,R-Ladies Melbourne,20378903,open,-37.810001373291016,144.9600067138672,R-Ladies-Melbourne,Members,"Melbourne, Australia",en_US
1510091184e3,7200000,244909485,"New year, new R meetup!",upcoming,15156252e5,2018-01-10,18:00,1510091184e3,-18000000,0,12,https://www.meetup.com/rladies-philly/events/244909485/,"<p>Ring in the new year with a resolution to use R more!</p> <p>Who are we? We are a few women in Philadelphia who use R and wanted to have a friendly community to extend our R skills and network with other women R users. We learned about the international R-Ladies community and decided to try it in our city.</p> <p>Anyone with an interest in R is welcome. You can be an R expert or novice.</p> <p>When? This January will be the first meeting. We plan to have an informal mixer to introduce ourselves and find out what topics are of the most interest for future meetings. After this first meeting, we hope to start a monthly schedule of interactive workshops led by volunteers. If you have anything you want to share, a problem you are working on, or an idea for a collaborative project, we want to hear about it!</p> <p>If you are completely new to R, bring your computer, and we can walk you through setting up R and RStudio or answer any setup questions you have been working through.</p> <p>Where? We are being hosted at MakeOffices in center city. There will be snacks (details TBD)</p> ",,public,50,,,25434194,MakeOffices,39.95413589477539,-75.173553466796875,FALSE,2001 Market Street #2500,Philadelphia,us,USA,"",PA,1507729015e3,R-Ladies Philly,26229746,open,40.119998931884766,-75.01000213623047,rladies-philly,R-Ladies,"Philadelphia, PA",en_US
1510864575e3,3600000,245167843,Intro R Workshop,upcoming,15163128e5,2018-01-18,15:00,1510864613e3,-25200000,0,18,https://www.meetup.com/rladies-tucson-az/events/245167843/,<p><b>The main goal of this workshop is to develop the following skills: </b></p> <p>• R Basics</p> <p><br/>– Installing packages</p> <p>– Using libraries</p> <p>– Defining your working directory</p> <p>– Checking your working space</p> <p>• Coding literacy</p> <p><br/>– Reading code</p> <p>– Reading error messages</p> <p>– Writing readable code</p> <p> • Importing Data into R</p> <p>– Importing Excel spreadsheets into R </p> <p>– Dealing with different data types</p> <p>– Summarizing your data</p> <p>– Creating crosstabs</p> ,iSpace - Room 202 of the Science-Engineering Library (UA campus),public,,,,25616411,iSpace - Room 202 of the Science-Engineering Library (UA campus),32.22895431518555,-110.95101928710938,FALSE,"744 N Highland Ave, Tucson, AZ 85719",Tucson,us,USA,"",AZ,1510685121e3,R-Ladies Tucson AZ,26598934,open,32.220001220703125,-110.97000122070312,rladies-tucson-az,Members,"Tucson, AZ",en_US
1509545922e3,,244717019,Save the Date,upcoming,15163164e5,2018-01-18,18:00,1509545922e3,-18000000,0,1,https://www.meetup.com/rladies-charlottesville/events/244717019/,<p>More information to come!</p> ,,public,,0,,,,,,,,,,,,,1506014722e3,R-Ladies Charlottesville,26004745,open,38,-78.45999908447266,rladies-charlottesville,Members,"Charlottesville, VA",en_US
1511877091e3,7200000,245465157,R Ladies book club: Everybody Lies,upcoming,15164784e5,2018-01-20,15:00,1511877113e3,-18000000,0,18,https://www.meetup.com/rladies-newyork/events/245465157/,"<p>Thanks to everyone who took the recent poll regarding our next book club topic! There were equal votes for a technical book and a less technical non-fiction, but with a number of write-ins specifically for Everybody Lies, it was the winner for January. We'll read a more technical book for the April meeting.</p> <p>At this book club we'll be discussing Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are by Seth Stephens-Davidowitz. Please support our host and local bookstore by ordering the book with the link below (ignore the note that says ""Available for Back-Order):<br/><a href=""https://www.rizzolibookstore.com/everybody-lies-big-data-new-data-and-what-internet-can-tell-us-about-who-we-really-are-0"" class=""linkified"">https://www.rizzolibookstore.com/everybody-lies-big-data-new-data-and-what-internet-can-tell-us-about-who-we-really-are-0</a></p> <p>You are invited to join the R Ladies NYC book club group on Goodreads: <a href=""https://www.goodreads.com/group/show/225365-r-ladies-nyc"" class=""linkified"">https://www.goodreads.com/group/show/225365-r-ladies-nyc</a> . Use the Goodreads page or the rladiesbookclub channel on slack to suggest books for future meetings.</p> ",Head straight to the back of this lovely bookstore to find our group.,public,,,,25038699,Rizzoli Bookstore,40.7400016784668,-73.98999786376953,FALSE,1133 Broadway (Broadway & 26th) ,New York ,us,USA,10010,NY,147198606e4,R-Ladies New York,20346526,open,40.75,-73.98999786376953,rladies-newyork,Rladies,"New York, NY",en_US
1501810292e3,,242269602,"R for Data Science Workshop: Modeling with modelr, purrr, and broom",upcoming,15168402e5,2018-01-24,18:30,1501810292e3,-21600000,0,13,https://www.meetup.com/rladies-austin/events/242269602/,<p>This is the 5th meetup in a series of six workshops to work through the book R for Data Science by Hadley Wickham and Garrett Grolemund. Please bring a laptop with R Studio and R loaded up. (Let us know if you have questions or need help getting that set up.)</p> <p>We'll be covering these chapters:<br/>+ Model Basics with modelr<br/>+ Model Building<br/>+ Many Models with purrr and broom</p> <p>Agenda<br/>+ 6:30 - 7pm : Dinner and Networking<br/>+ 7 - 8:30pm : Workshop</p> ,,public,,0,,,,,,,,,,,,,1485879617e3,R-Ladies Austin,22180445,open,30.219999313354492,-97.75,rladies-austin,Members,"Austin, TX",en_US
1507561615e3,,244054651,Analyse sentimentale de tweet + Introduction au web scraping avec rvest,upcoming,15168168e5,2018-01-24,19:00,151090666e4,3600000,0,18,https://www.meetup.com/rladies-paris/events/244054651/,"<p><img src=""http://www.groupe-estia.fr/wp-content/uploads/2017/01/logo-estia-retina.png"" /></p> <p><br/>Ce meetup sera en français.</p> <p><br/>La planification est actuellement en cours. Lieu &amp; Date à confirmer. </p> <p>Nous vous tiendrons au courant.</p> ",,public,50,,,25615628,Groupe Estia,48.879859924316406,2.284467935562134,FALSE,"58 Boulevard Gouvion-Saint-Cyr, 75017",Paris,fr,France,,,1474299591e3,R-Ladies Paris,20443056,open,48.86000061035156,2.3399999141693115,rladies-paris,Members,"Paris, France",en_US
1510339979e3,7200000,245002622,Get to know the R-Ladies: Lightening Talks!,upcoming,15173496e5,2018-01-30,17:00,1510509162e3,-18000000,0,2,https://www.meetup.com/rladies-ldnont/events/245002622/,"<p>Come join the R-Ladies in our first ""Lightening Talks"" event. In this fun, informal setting, participants have approximately 3 to 5 minutes to speak about their research, work, or a puzzle they're trying to solve - anything goes as long as it involves R! Prepare a brief presentation and a visual or two (slide, code snippets, graph, etc). Come share your work, learn what your peers are up to, and exchange ideas! If you would like to present, fill out our <a href=""https://docs.google.com/forms/d/e/1FAIpQLSfyGa47Vm_cz385ZfunVk_ZqwqG9umr6J4WCoNgsge8MsmwzQ/viewform?c=0&amp;w=1"">questionnaire </a>before December 23, if you would like to attend please RSVP at our MeetUp page by January 23. Thanks!</p> ",,public,,,,19794792,London Public Library,42.98440170288086,-81.24620056152344,FALSE,251 Dundas St. ,London,ca,Canada,"",ON,1484658259e3,"R-Ladies London, Ontario",21965959,open,43.0099983215332,-81.18000030517578,rladies-ldnont,Members,"London, ON",en_US
1510667151e3,7200000,245104372,Lightening Talks,upcoming,15173496e5,2018-01-30,17:00,1510669034e3,-18000000,0,3,https://www.meetup.com/rladies-ldnont/events/245104372/,"<p>Come join the R-Ladies in our first ever <i><b>Lightening Talks</b></i> event. In this fun, informal setting, participants have approximately 3 to 5 minutes to speak about their research, work, or a puzzle they're trying to solve - anything goes! <i>R-related presentations are a bonus but not necessary!</i> Our goal is to 1) provide a space to learn about the others in our community and 2) exchange ideas about methodologies, interests, and the tools we all are using.</p> <p><b>IMPORTANT: </b></p> <p>In addition to RSVPing on our MeetUp page, please ALSO <a href=""https://goo.gl/forms/LeoSGYLzdgrXthks2"">complete this form</a> by <b>December 23</b> to help us with scheduling and to let us know important pieces of information.</p> <p>This is <i>not</i> meant to be a high-stakes presentation event - just a chance to share our projects with each other and learn a little about the questions each of us are asking in our own work and the tools we're using to answer them. As usual, we will head out for food and drinks following the event (drinks and apps for presenters are on us!)</p> <p>-----------------------------------------------------------------------------------------------------------------------------------------------</p> <p><i><b>NB: </b>Please note that, in keeping with the global R-Ladies mission, R-Ladies London, Ontario will prioritize female leadership and participation. All interested people (regardless of gender) are welcome to RSVP to our events. However, in the event that we receive a greater amount of presenter interest than we feel is manageable for the space/time, we will prioritize female presenters.</i></p> ",We will be in the lobby on the first floor of the library (downtown branch),public,,,PT168H,19794792,London Public Library,42.98440170288086,-81.24620056152344,FALSE,251 Dundas St. ,London,ca,Canada,"",ON,1484658259e3,"R-Ladies London, Ontario",21965959,open,43.0099983215332,-81.18000030517578,rladies-ldnont,Members,"London, ON",en_US
1510279496e3,,244982738,Book Club: Weapons of Math Destruction,upcoming,1517445e6,2018-01-31,18:30,1510279675e3,-21600000,0,11,https://www.meetup.com/rladies-austin/events/244982738/,"<p><img src=""https://secure.meetupstatic.com/photos/event/3/2/6/d/600_466032909.jpeg"" /></p> <p>


For our second book club book, we'll be reading Cathy O'Neil's 'Weapons of Math Destruction'! Here's a quick review:</p> <p>“O’Neil’s book offers a frightening look at how algorithms are increasingly regulating people… Her knowledge of the power and risks of mathematical models, coupled with a gift for analogy, makes her one of the most valuable observers of the continuing weaponization of big data… [She] does a masterly job explaining the pervasiveness and risks of the algorithms that regulate our lives.”<br/>—New York Times Book Review</p> <p>This book is available <a href=""https://www.amazon.com/dp/B019B6VCLO/ref=dp-kindle-redirect?_encoding=UTF8&amp;btkr=1"">on Amazon</a> or from local booksellers like <a href=""http://www.bookpeople.com/book/9780553418835"">Book People</a>. </p> <p>Agenda: We'll meet at Thunderbird Coffee on Koenig at 6:30, where we'll discuss the book and discussion questions over beverages (they have beer and coffee/tea drinks). Looking forward to seeing you all!</p> ",,public,,0,,24346740,Thunderbird Coffee,30.33079719543457,-97.73198699951172,FALSE,1401 Koenig Ln. ,Austin,us,USA,"",TX,1485879617e3,R-Ladies Austin,22180445,open,30.219999313354492,-97.75,rladies-austin,Members,"Austin, TX",en_US
1501810466e3,,242269635,R for Data Science Workshop: Communicating Results with rmarkdown and ggplot2,upcoming,15192594e5,2018-02-21,18:30,1501810466e3,-21600000,0,6,https://www.meetup.com/rladies-austin/events/242269635/,<p>This is the 6th and final meetup in a series of six workshops to work through the book R for Data Science by Hadley Wickham and Garrett Grolemund. Please bring a laptop with R Studio and R loaded up. (Let us know if you have questions or need help getting that set up.)</p> <p>We'll be covering these chapters:<br/>+ R Markdown<br/>+ Graphics for Communication with ggplot2<br/>+ R Markdown Formats<br/>+ R Markdown Workflow</p> <p>Agenda<br/>+ 6:30 - 7pm : Dinner and Networking<br/>+ 7 - 8:30pm : Workshop</p> ,,public,,0,,,,,,,,,,,,,1485879617e3,R-Ladies Austin,22180445,open,30.219999313354492,-97.75,rladies-austin,Members,"Austin, TX",en_US
1479050131e3,,235551657,[Selected Series] Talk Title (template),upcoming,15220638e5,2018-03-26,19:30,1479050593e3,28800000,0,1,https://www.meetup.com/R-Ladies-Taipei/events/235551657/,"<p><b>1. Agenda</b></p> <p><br/>• 19:30-20:30 主議程: talk_1 @speaker_1</p> <p>• 20:30-20:50 閃電秀: talk_2 @speaker_2</p> <p>• 20:50 -   自由交流時間</p> <p>


<b>2. Talk Information</b></p> <p>• talk_1<br/>intro here</p> <p>

• talk_2<br/>intro here</p> <p>


<b>3. Speaker Information</b></p> <p>• speaker_1<br/>bio here</p> <p>• speaker_2<br/>bio here</p> <p>

<b>4. Host information</b></p> <p>• Host<br/>bio here</p> ",,public,,,,,,,,,,,,,,,1477246235e3,R-Ladies Taipei,20871369,open,25.020000457763672,121.44999694824219,R-Ladies-Taipei,Members,"Taipei, Taiwan",en_US
